场景号	地图号	进入脚本	传送脚本
$003C [060]	55	420B	3F95	
事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
#0495 [1173]	0	864	1776	0	9EA7	9CCC	2	5	59	3	0	0	0	0	0	0
#0496 [1174]	0	1056	1824	0	9EC1	9CCC	2	5	59	3	0	0	0	0	0	0
#0497 [1175]	0	1072	1880	0	9EB3	9CAD	2	5	11	0	0	0	0	0	0	0
#0498 [1176]	0	400	1896	0	9CD8	9CAD	2	5	11	0	0	0	0	0	0	0
#0499 [1177]	0	240	904	0	9E99	9CCC	2	5	59	3	0	0	0	0	0	0
#049A [1178]	0	336	888	0	9E9B	9CCC	2	5	59	3	0	0	0	0	0	0
#049B [1179]	0	512	976	0	9E97	9CCC	2	5	59	3	0	0	0	0	0	0
#049C [1180]	0	784	872	0	9EB1	9CAD	2	5	11	0	0	0	0	0	0	0
#049D [1181]	0	1392	808	0	9EB5	9CB9	2	5	474	4	0	0	0	0	0	0
#049E [1182]	0	1424	808	0	9EB7	9CB9	2	5	474	4	0	0	0	0	0	0
#049F [1183]	0	1424	824	0	9EB9	9CB9	2	5	474	4	0	0	0	0	0	0
#04A0 [1184]	0	512	752	0	9EAB	9CB9	2	5	474	4	0	0	0	0	0	0
#04A1 [1185]	0	1648	472	0	9E9B	9CCC	2	5	59	3	0	0	0	0	0	0
#04A2 [1186]	0	1712	504	0	9EC3	9CAD	2	5	11	0	0	0	0	0	0	0
#04A3 [1187]	0	1216	256	0	9E97	9CCC	2	5	59	3	0	0	0	0	0	0
#04A4 [1188]	0	1440	256	0	9EA7	9CCC	2	5	59	3	0	0	0	0	0	0
#04A5 [1189]	0	704	416	0	9EAF	9CB9	2	5	474	4	0	0	0	0	0	0
#04A6 [1190]	0	816	424	0	9EA9	9CCC	2	5	59	3	0	0	0	0	0	0
#04A7 [1191]	0	896	528	0	9EC3	9CAD	2	5	11	0	0	0	0	0	0	0
#04A8 [1192]	0	1120	592	0	9E9F	9CAD	2	5	11	0	0	0	0	0	0	0
#04A9 [1193]	0	1632	1872	0	0813	0000	2	1	10	0	0	0	0	0	0	0
#04AA [1194]	0	864	1376	0	0459	0000	2	1	10	0	0	0	0	0	0	0
#04AB [1195]	0	1616	1432	0	072F	0000	2	1	10	0	0	0	0	0	0	0
#04AC [1196]	0	272	1320	0	0789	0000	2	1	10	0	0	0	0	0	0	0
#04AD [1197]	0	768	1840	0	071D	0000	2	1	10	0	0	0	0	0	0	0
#04AE [1198]	0	304	888	0	048F	0000	2	1	10	0	0	0	0	0	0	0
#04AF [1199]	0	1744	472	0	0693	0000	2	1	10	0	0	0	0	0	0	0
新事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
