场景号	地图号	进入脚本	传送脚本
#009C [156]	133	0000	0000	
事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
@0A53 [2643]	0	1008	680	0	0000	03B2	1	0	490	0	0	0	0	0	0	0	
@0A54 [2644]	0	1136	312	0	0000	03B2	1	0	490	0	0	0	0	0	0	0	
@0A55 [2645]	0	1520	360	0	0000	03B2	1	0	490	0	0	0	0	0	0	0	
@0A56 [2646]	0	1616	1480	0	0000	03B2	1	0	490	0	0	0	0	0	0	0	
@0A57 [2647]	0	880	1736	0	0000	03B2	1	0	490	0	0	0	0	0	0	0	
@0A58 [2648]	0	576	1728	0	9F8B	9CB3	2	5	495	3	0	0	0	0	0	0	
@0A59 [2649]	0	1216	1536	0	A06F	9CC9	2	5	59	3	0	0	0	0	0	0	
@0A5A [2650]	0	992	1728	0	9F97	9CAD	2	5	11	0	0	0	0	0	0	0	
@0A5B [2651]	0	1296	1656	0	A06F	9CC9	2	5	59	3	0	0	0	0	0	0	
@0A5C [2652]	0	1696	1248	0	A06D	0005	2	5	11	0	0	0	0	0	0	0	
@0A5D [2653]	0	1552	1032	0	9F97	0005	2	5	11	0	0	0	0	0	0	0	
@0A5E [2654]	0	1632	832	10	A06D	9CAD	2	5	11	0	0	0	0	0	0	0	
@0A5F [2655]	0	1312	1040	0	9F8B	0000	2	5	495	3	0	0	0	0	0	0	
@0A60 [2656]	0	1056	1456	0	9F85	9CB3	2	5	495	3	0	0	0	0	0	0	
@0A61 [2657]	0	512	1424	0	9F8B	9CB3	2	5	495	3	0	0	0	0	0	0	
@0A62 [2658]	0	560	1320	0	9F8D	0000	2	5	470	4	0	0	0	0	0	0	
@0A63 [2659]	0	640	1504	10	9F69	9CAA	2	5	460	0	0	0	0	0	0	0	
@0A64 [2660]	0	896	1120	0	A06F	9CC9	2	5	59	3	0	0	0	0	0	0	
@0A65 [2661]	0	464	1112	0	9F97	9CAD	2	5	11	0	0	0	0	0	0	0	
@0A66 [2662]	0	768	896	0	9F6D	9CB3	2	5	495	3	0	0	0	0	0	0	
@0A67 [2663]	0	256	576	10	A06F	9CC9	2	5	59	3	0	0	0	0	0	0	
@0A68 [2664]	0	432	840	0	A06D	9CAD	2	5	11	0	0	0	0	0	0	0	
@0A69 [2665]	0	640	672	10	9F97	9CAD	2	5	11	0	0	0	0	0	0	0	
@0A6A [2666]	0	1008	728	0	9F8B	0000	2	5	495	3	0	0	0	0	0	0	
@0A6B [2667]	0	1408	736	0	9F97	9CAD	2	5	11	0	0	0	0	0	0	0	
@0A6C [2668]	0	1200	744	0	9F85	9CB3	2	5	495	3	0	0	0	0	0	0	
@0A6D [2669]	0	1200	632	0	A06D	9CAD	2	5	11	0	0	0	0	0	0	0	
@0A6E [2670]	0	1360	568	0	9F8B	9CB3	2	5	495	3	0	0	0	0	0	0	
@0A6F [2671]	0	1472	288	10	9F69	9CA4	2	5	460	0	0	0	0	0	0	0	
@0A70 [2672]	0	656	392	0	9F81	9CB9	2	5	470	4	0	0	0	0	0	0	
@0A71 [2673]	0	480	400	0	A06F	0000	2	5	59	3	0	0	0	0	0	0	
@0A72 [2674]	0	1056	288	0	9F97	0005	2	5	11	0	0	0	0	0	0	0	
@0A73 [2675]	0	1440	384	0	9F8B	9CB3	2	5	495	3	0	0	0	0	0	0	
@0A74 [2676]	0	688	760	10	9F97	9CAD	2	5	11	0	0	0	0	0	0	0	
@0A75 [2677]	0	528	296	0	9F89	9CB3	2	5	495	3	0	0	0	0	0	0	
@0A76 [2678]	0	704	1056	10	A06D	9CAD	2	5	11	0	0	0	0	0	0	0	
@0A77 [2679]	0	1648	1480	10	9F69	0002	2	5	460	0	0	0	0	0	0	0	
@0A78 [2680]	0	1584	312	0	0735	0000	2	1	10	0	0	0	0	0	0	0	
@0A79 [2681]	0	1408	592	0	08D9	0000	2	1	10	0	0	0	0	0	0	0	
@0A7A [2682]	0	816	472	0	06F9	0000	2	1	10	0	0	0	0	0	0	0	
@0A7B [2683]	0	992	704	0	07D1	0000	2	1	10	0	0	0	0	0	0	0	
@0A7C [2684]	0	704	688	0	0801	0000	2	1	10	0	0	0	0	0	0	0	
@0A7D [2685]	0	816	872	0	0729	0000	2	1	10	0	0	0	0	0	0	0	
@0A7E [2686]	0	448	1072	0	0741	0000	2	1	10	0	0	0	0	0	0	0	
@0A7F [2687]	0	640	1504	0	0801	0000	2	1	10	0	0	0	0	0	0	0	
@0A80 [2688]	0	1456	1432	0	07A1	0000	2	1	10	0	0	0	0	0	0	0	
@0A81 [2689]	0	1344	1744	0	0993	0000	2	1	10	0	0	0	0	0	0	0	
@0A82 [2690]	0	1040	1784	0	073B	0000	2	1	10	0	0	0	0	0	0	0	
@0A83 [2691]	0	400	1672	-5	0000	0005	1	0	272	0	0	9	0	0	0	0	
@0A84 [2692]	0	256	1664	-5	0000	0005	1	0	272	0	0	0	0	0	0	0	
@0A85 [2693]	0	384	1776	-5	0000	0005	1	0	272	0	0	22	0	0	0	0	
@0A86 [2694]	0	512	1824	-5	0000	0005	1	0	272	0	0	14	0	0	0	0	
@0A87 [2695]	0	528	1016	-5	0000	0005	1	0	272	0	0	2	0	0	0	0	
@0A88 [2696]	0	1584	408	-5	0000	0005	1	0	272	0	0	6	0	0	0	0	
@0A89 [2697]	0	1584	408	-5	0000	0005	1	0	272	0	0	6	0	0	0	0	
@0A8A [2698]	0	1376	1424	-5	0000	0005	1	0	272	0	0	16	0	0	0	0	
@0A8B [2699]	0	1248	960	-5	0000	0005	1	0	272	0	0	12	0	0	0	0	
@0A8C [2700]	0	944	1208	-5	0000	0005	1	0	272	0	0	9	0	0	0	0	
@0A8D [2701]	0	1616	728	-5	0000	0005	1	0	272	0	0	0	0	0	0	0	
@0A8E [2702]	0	400	1512	-5	0000	0005	1	0	272	0	0	11	0	0	0	0	
@0A8F [2703]	0	448	1424	-5	0000	0005	1	0	272	0	0	20	0	0	0	0	
@0A90 [2704]	0	1536	240	-5	0000	0005	1	0	272	0	0	9	0	0	0	0	
@0A91 [2705]	0	1696	224	-5	0000	0005	1	0	272	0	0	0	0	0	0	0	
@0A92 [2706]	0	1648	312	-5	0000	0005	1	0	272	0	0	22	0	0	0	0	
@0A93 [2707]	0	1504	384	-5	0000	0005	1	0	272	0	0	14	0	0	0	0	
@0A94 [2708]	0	1648	440	-5	0000	0005	1	0	272	0	0	2	0	0	0	0	
@0A95 [2709]	0	1312	560	-5	0000	0005	1	0	272	0	0	9	0	0	0	0	
@0A96 [2710]	0	1440	560	-5	0000	0005	1	0	272	0	0	0	0	0	0	0	
@0A97 [2711]	0	1344	672	-5	0000	0005	1	0	272	0	0	22	0	0	0	0	
@0A98 [2712]	0	1616	728	-5	0000	0005	1	0	272	0	0	14	0	0	0	0	
@0A99 [2713]	0	1712	856	-5	0000	0005	1	0	272	0	0	2	0	0	0	0	
@0A9A [2714]	0	1456	856	-5	0000	0005	1	0	272	0	0	6	0	0	0	0	
@0A9B [2715]	0	1232	808	-5	0000	0005	1	0	272	0	0	6	0	0	0	0	
@0A9C [2716]	0	1232	696	-5	0000	0005	1	0	272	0	0	16	0	0	0	0	
@0A9D [2717]	0	992	672	-5	0000	0005	1	0	272	0	0	12	0	0	0	0	
@0A9E [2718]	0	1008	520	-5	0000	0005	1	0	272	0	0	9	0	0	0	0	
@0A9F [2719]	0	912	296	-5	0000	0005	1	0	272	0	0	0	0	0	0	0	
@0AA0 [2720]	0	704	144	-5	0000	0005	1	0	272	0	0	11	0	0	0	0	
@0AA1 [2721]	0	928	144	-5	0000	0005	1	0	272	0	0	20	0	0	0	0	
@0AA2 [2722]	0	576	256	-5	0000	0005	1	0	272	0	0	9	0	0	0	0	
@0AA3 [2723]	0	672	368	-5	0000	0005	1	0	272	0	0	0	0	0	0	0	
@0AA4 [2724]	0	400	344	-5	0000	0005	1	0	272	0	0	22	0	0	0	0	
@0AA5 [2725]	0	288	448	-5	0000	0005	1	0	272	0	0	14	0	0	0	0	
@0AA6 [2726]	0	448	560	-5	0000	0005	1	0	272	0	0	2	0	0	0	0	
@0AA7 [2727]	0	592	888	-5	0000	0005	1	0	272	0	0	6	0	0	0	0	
@0AA8 [2728]	0	1248	960	-5	0000	0005	1	0	272	0	0	6	0	0	0	0	
@0AA9 [2729]	0	1504	1088	-5	0000	0005	1	0	272	0	0	16	0	0	0	0	
@0AAA [2730]	0	1600	960	-5	0000	0005	1	0	272	0	0	12	0	0	0	0	
@0AAB [2731]	0	1712	1320	-5	0000	0005	1	0	272	0	0	9	0	0	0	0	
@0AAC [2732]	0	1760	1392	-5	0000	0005	1	0	272	0	0	0	0	0	0	0	
@0AAD [2733]	0	1648	1480	-5	0000	0005	1	0	272	0	0	22	0	0	0	0	
@0AAE [2734]	0	1376	1600	-5	0000	0005	1	0	272	0	0	14	0	0	0	0	
@0AAF [2735]	0	1360	1656	-5	0000	0005	1	0	272	0	0	2	0	0	0	0	
@0AB0 [2736]	0	1216	1616	-5	0000	0005	1	0	272	0	0	9	0	0	0	0	
@0AB1 [2737]	0	1184	1696	-5	0000	0005	1	0	272	0	0	0	0	0	0	0	
@0AB2 [2738]	0	1216	1808	-5	0000	0005	1	0	272	0	0	22	0	0	0	0	
@0AB3 [2739]	0	1376	1808	-5	0000	0005	1	0	272	0	0	14	0	0	0	0	
@0AB4 [2740]	0	896	1776	-5	0000	0005	1	0	272	0	0	2	0	0	0	0	
@0AB5 [2741]	0	320	960	-5	0000	0005	1	0	272	0	0	6	0	0	0	0	
@0AB6 [2742]	0	816	1224	-5	0000	0005	1	0	272	0	0	6	0	0	0	0	
@0AB7 [2743]	0	816	1352	-5	0000	0005	1	0	272	0	0	16	0	0	0	0	
@0AB8 [2744]	0	624	1400	-5	0000	0005	1	0	272	0	0	12	0	0	0	0	
@0AB9 [2745]	0	1024	1552	-5	0000	0005	1	0	272	0	0	9	0	0	0	0	
