场景号	地图号	进入脚本	传送脚本
#00B9 [185]	150	7D54	7D72	
事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
@0C9E [3230]	0	1792	960	0	746D	0000	1	5	0	0	0	0	0	0	0	0	
@0C9F [3231]	0	1280	1296	0	7473	0000	1	5	0	0	0	0	0	0	0	0	
@0CA0 [3232]	0	1312	1184	0	7479	0000	1	5	0	0	0	0	0	0	0	0	
@0CA1 [3233]	0	1520	1240	0	747F	0000	1	5	0	0	0	0	0	0	0	0	
@0CA2 [3234]	0	1536	1168	0	7485	0000	1	5	0	0	0	0	0	0	0	0	
@0CA3 [3235]	0	608	1328	0	748B	0000	1	5	0	0	0	0	0	0	0	0	
@0CA4 [3236]	0	592	1368	0	7491	0000	1	5	0	0	0	0	0	0	0	0	
@0CA5 [3237]	0	400	1336	0	7497	0000	1	5	0	0	0	0	0	0	0	0	
@0CA6 [3238]	0	384	1296	0	749E	0000	1	4	0	0	0	0	0	0	0	0	
@0CA7 [3239]	0	160	1296	0	74A2	0000	1	5	0	0	0	0	0	0	0	0	
@0CA8 [3240]	0	176	1256	0	74A8	0000	1	5	0	0	0	0	0	0	0	0	
@0CA9 [3241]	0	592	1048	0	74AC	0000	1	5	0	0	0	0	0	0	0	0	
@0CAA [3242]	0	592	1208	0	74B2	0000	1	5	0	0	0	0	0	0	0	0	
@0CAB [3243]	0	400	1240	0	74B8	0000	1	5	0	0	0	0	0	0	0	0	
@0CAC [3244]	0	368	1128	0	74BF	0000	1	5	0	0	0	0	0	0	0	0	
@0CAD [3245]	0	160	1024	0	74C6	0000	1	5	0	0	0	0	0	0	0	0	
@0CAE [3246]	0	176	920	0	74CC	0000	1	5	0	0	0	0	0	0	0	0	
@0CAF [3247]	0	400	776	0	74D2	0000	1	5	0	0	0	0	0	0	0	0	
@0CB0 [3248]	0	368	664	0	74D9	0000	1	5	0	0	0	0	0	0	0	0	
@0CB1 [3249]	0	160	624	0	74E0	0000	1	5	0	0	0	0	0	0	0	0	
@0CB2 [3250]	0	160	432	0	74E6	0000	1	5	0	0	0	0	0	0	0	0	
@0CB3 [3251]	0	400	360	0	74EC	0000	1	5	0	0	0	0	0	0	0	0	
@0CB4 [3252]	0	368	312	0	74F3	0000	1	5	0	0	0	0	0	0	0	0	
@0CB5 [3253]	0	800	832	0	74F8	0000	1	5	0	0	0	0	0	0	0	0	
@0CB6 [3254]	0	784	792	0	74FB	0000	1	5	0	0	0	0	0	0	0	0	
@0CB7 [3255]	0	1216	768	0	74FE	0000	1	5	0	0	0	0	0	0	0	0	
@0CB8 [3256]	0	1312	592	0	7505	0000	1	5	0	0	0	0	0	0	0	0	
@0CB9 [3257]	0	1312	416	0	750C	0000	1	5	0	0	0	0	0	0	0	0	
@0CBA [3258]	0	1312	560	0	7512	0000	1	5	0	0	0	0	0	0	0	0	
@0CBB [3259]	0	1216	272	0	7518	0000	1	5	0	0	0	0	0	0	0	0	
@0CBC [3260]	0	1184	464	0	751F	0000	1	5	0	0	0	0	0	0	0	0	
@0CBD [3261]	0	752	584	0	7526	0000	1	5	0	0	0	0	0	0	0	0	
@0CBE [3262]	0	784	184	0	752D	0000	1	5	0	0	0	0	0	0	0	0	
@0CBF [3263]	0	592	312	0	7534	0000	1	5	0	0	0	0	0	0	0	0	
@0CC0 [3264]	0	592	136	0	753A	0000	1	5	0	0	0	0	0	0	0	0	
@0CC1 [3265]	0	992	544	0	73B7	0000	1	5	0	0	0	0	0	0	0	0	
@0CC2 [3266]	0	992	576	0	73BB	0000	1	5	0	0	0	0	0	0	0	0	
@0CC3 [3267]	0	1520	952	0	73BE	0000	1	5	0	0	0	0	0	0	0	0	
@0CC4 [3268]	0	1520	984	0	73C2	0000	1	5	0	0	0	0	0	0	0	0	
@0CC5 [3269]	0	0	0	0	0000	0BEC	1	0	0	0	0	0	0	0	0	0	
@0CC6 [3270]	0	288	272	-9	0000	0000	1	0	518	0	0	0	0	0	0	0	
@0CC7 [3271]	0	288	240	0	0000	0000	2	0	517	0	0	0	0	0	0	0	
@0CC8 [3272]	0	272	136	0	0000	7743	0	0	448	0	0	0	0	0	0	0	
@0CC9 [3273]	0	0	0	0	0000	7774	0	0	0	0	0	0	0	0	0	0	
@0CCA [3274]	0	256	240	0	7785	0000	1	7	0	0	0	0	0	0	0	0	
@0CCB [3275]	0	256	144	0	0000	7832	0	0	522	0	0	0	0	0	0	0	
@0CCC [3276]	0	304	536	10	0000	7827	0	0	520	0	0	0	0	0	0	0	
@0CCD [3277]	0	1008	600	10	0000	0000	0	0	448	0	0	28	0	0	0	0	
@0CCE [3278]	0	1056	608	0	0000	0000	0	0	447	0	0	2	0	0	0	0	
@0CCF [3279]	0	1072	616	0	0000	0000	0	0	447	0	0	5	0	0	0	0	
@0CD0 [3280]	0	1088	624	0	0000	0000	0	0	447	0	0	8	0	0	0	0	
@0CD1 [3281]	0	672	176	0	9F43	9CC9	2	5	488	2	0	0	0	0	0	0	
@0CD2 [3282]	0	1104	296	0	9F9D	9CA4	2	5	61	2	0	0	0	0	0	0	
@0CD3 [3283]	0	256	624	0	9FAB	9CA4	2	5	61	2	0	0	0	0	0	0	
@0CD4 [3284]	0	1408	576	0	9FA9	9CB3	2	5	514	3	0	0	0	0	0	0	
@0CD5 [3285]	0	896	560	0	9FAF	9CA4	2	5	61	2	0	0	0	0	0	0	
@0CD6 [3286]	0	1136	600	0	9FB1	9CA4	2	5	61	2	0	0	0	0	0	0	
@0CD7 [3287]	0	1712	600	0	9FB3	9CA4	2	5	61	2	0	0	0	0	0	0	
@0CD8 [3288]	0	64	560	0	9F43	9CC9	2	5	488	2	0	0	0	0	0	0	
@0CD9 [3289]	0	496	904	0	9FA7	9CB3	2	5	514	3	0	0	0	0	0	0	
@0CDA [3290]	0	672	800	0	9F9D	9CA4	2	5	61	2	0	0	0	0	0	0	
@0CDB [3291]	0	1200	1096	0	9FAB	9CA4	2	5	61	2	0	0	0	0	0	0	
@0CDC [3292]	0	688	1080	0	9FAF	9CA4	2	5	61	2	0	0	0	0	0	0	
@0CDD [3293]	0	848	1160	0	9FAF	9CA4	2	5	61	2	0	0	0	0	0	0	
@0CDE [3294]	0	288	1296	0	9FB1	9CA4	2	5	61	2	0	0	0	0	0	0	
@0CDF [3295]	0	1408	1200	0	9FB3	9CA4	2	5	61	2	0	0	0	0	0	0	
