场景号	地图号	进入脚本	传送脚本
#0013 [019]	9	0000	0000	
事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
@0139 [313]	0	960	928	0	0000	0067	1	0	1	4	0	0	0	0	0	0	
@013A [314]	0	864	896	0	0000	00B1	1	0	52	4	0	0	0	0	0	0	
@013B [315]	0	768	912	0	0000	0067	1	0	1	4	0	0	0	0	0	0	
@013C [316]	0	704	976	0	0000	0067	1	0	1	4	0	0	0	0	0	0	
@013D [317]	0	608	832	0	0000	00B1	1	0	1	4	0	0	0	0	0	0	
@013E [318]	0	672	784	0	0000	0067	1	0	1	4	0	0	0	0	0	0	
@013F [319]	0	496	1080	0	0000	00B1	1	0	52	4	0	0	0	0	0	0	
@0140 [320]	0	576	1072	0	0000	0067	1	0	1	4	0	0	0	0	0	0	
@0141 [321]	0	1200	936	0	0000	00B1	1	0	52	4	0	0	0	0	0	0	
@0142 [322]	0	1008	936	0	0000	0067	1	0	1	4	0	0	0	0	0	0	
@0143 [323]	0	1088	992	0	0000	00B1	1	0	52	4	0	0	0	0	0	0	
@0144 [324]	0	624	536	0	0000	0067	1	0	1	4	0	0	0	0	0	0	
@0145 [325]	0	672	624	0	0000	0067	1	0	1	4	0	0	0	0	0	0	
@0146 [326]	0	656	648	0	0000	0067	1	0	1	4	0	0	0	0	0	0	
@0147 [327]	0	752	1016	0	0000	00B1	1	0	52	4	0	0	0	0	0	0	
@0148 [328]	0	912	808	5	0000	00EC	1	0	166	2	0	0	0	0	0	0	
@0149 [329]	0	1024	816	5	0000	0135	1	0	165	2	0	0	0	0	0	0	
@014A [330]	0	848	920	5	0000	00EC	1	0	166	2	0	0	0	0	0	0	
@014B [331]	0	784	728	5	0000	0135	1	0	161	2	0	0	0	0	0	0	
@014C [332]	0	912	584	5	0000	00EC	1	0	160	2	0	0	0	0	0	0	
@014D [333]	0	1104	744	5	0000	0135	1	0	162	2	0	0	0	0	0	0	
@014E [334]	0	912	808	0	0A8C	0000	1	1	0	0	0	0	0	0	0	0	
@014F [335]	0	800	768	0	0AB0	0000	1	1	0	0	0	0	0	0	0	0	
@0150 [336]	0	912	632	0	0A8C	0000	1	1	0	0	0	0	0	0	0	0	
@0151 [337]	0	1024	784	0	0AA4	0000	1	1	0	0	0	0	0	0	0	0	
@0152 [338]	0	1008	824	0	0A6E	0000	1	1	0	0	0	0	0	0	0	0	
@0153 [339]	0	1328	632	0	0A8C	0000	1	1	0	0	0	0	0	0	0	0	
@0154 [340]	0	1648	504	0	0A8C	0000	1	1	0	0	0	0	0	0	0	0	
@0155 [341]	0	1632	432	0	0A8C	0000	1	1	0	0	0	0	0	0	0	0	
