场景号	地图号	进入脚本	传送脚本
#003B [059]	55	420B	3F95	
事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
@03F3 [1011]	0	848	1656	5	412D	0000	1	4	271	0	0	0	0	0	0	0	
@03F4 [1012]	0	720	1896	0	0000	0000	1	0	298	0	0	4	0	0	0	0	
@03F5 [1013]	0	720	1864	0	0000	0000	2	0	0	0	0	0	0	0	0	0	
@03F6 [1014]	0	928	1872	5	4133	0000	1	4	271	0	0	0	0	0	0	0	
@03F7 [1015]	0	1024	1184	0	0000	0000	1	0	298	0	0	4	0	0	0	0	
@03F8 [1016]	0	1008	1272	0	0000	0000	1	0	298	0	0	4	0	0	0	0	
@03F9 [1017]	0	1024	1152	0	0000	0000	2	0	0	0	0	0	0	0	0	0	
@03FA [1018]	0	1008	1240	0	0000	0000	2	0	0	0	0	0	0	0	0	0	
@03FB [1019]	0	1344	1280	5	4139	0000	1	4	271	0	0	0	0	0	0	0	
@03FC [1020]	0	1040	1192	0	0000	0000	1	0	298	0	0	4	0	0	0	0	
@03FD [1021]	0	1024	1280	0	0000	0000	1	0	298	0	0	4	0	0	0	0	
@03FE [1022]	0	1040	1160	0	0000	0000	2	0	0	0	0	0	0	0	0	0	
@03FF [1023]	0	1024	1248	0	0000	0000	2	0	0	0	0	0	0	0	0	0	
@0400 [1024]	0	976	1224	5	4141	0000	1	4	271	0	0	0	0	0	0	0	
@0401 [1025]	0	1056	1200	0	0000	0000	1	0	298	0	0	4	0	0	0	0	
@0402 [1026]	0	1040	1288	0	0000	0000	1	0	298	0	0	4	0	0	0	0	
@0403 [1027]	0	1056	1168	0	0000	0000	2	0	0	0	0	0	0	0	0	0	
@0404 [1028]	0	1040	1256	0	0000	0000	2	0	0	0	0	0	0	0	0	0	
@0405 [1029]	0	992	1136	5	4149	0000	1	4	271	0	0	0	0	0	0	0	
@0406 [1030]	0	1072	1208	0	0000	0000	1	0	298	0	0	4	0	0	0	0	
@0407 [1031]	0	1072	1176	0	0000	0000	2	0	0	0	0	0	0	0	0	0	
@0408 [1032]	0	1040	1288	5	4151	0000	1	4	271	0	0	0	0	0	0	0	
@0409 [1033]	0	1504	1344	0	0000	0000	1	0	298	0	0	4	0	0	0	0	
@040A [1034]	0	1504	1312	0	0000	0000	2	0	0	0	0	0	0	0	0	0	
@040B [1035]	0	1520	1336	0	0000	0000	1	0	298	0	0	4	0	0	0	0	
@040C [1036]	0	1536	1328	0	0000	0000	1	0	298	0	0	4	0	0	0	0	
@040D [1037]	0	1552	1320	0	0000	0000	1	0	298	0	0	4	0	0	0	0	
@040E [1038]	0	1568	1312	0	0000	0000	1	0	298	0	0	4	0	0	0	0	
@040F [1039]	0	1568	1280	0	0000	0000	2	0	0	0	0	0	0	0	0	0	
@0410 [1040]	0	1552	1256	5	4157	0000	1	4	271	0	0	0	0	0	0	0	
@0411 [1041]	0	1536	496	0	0000	0000	1	0	298	0	0	4	0	0	0	0	
@0412 [1042]	0	1536	464	0	0000	0000	2	0	0	0	0	0	0	0	0	0	
@0413 [1043]	0	1552	488	0	0000	0000	1	0	298	0	0	4	0	0	0	0	
@0414 [1044]	0	1568	480	0	0000	0000	1	0	298	0	0	4	0	0	0	0	
@0415 [1045]	0	1584	472	0	0000	0000	1	0	298	0	0	4	0	0	0	0	
@0416 [1046]	0	1584	440	0	0000	0000	2	0	0	0	0	0	0	0	0	0	
@0417 [1047]	0	1472	608	5	4162	0000	1	4	271	0	0	0	0	0	0	0	
@0418 [1048]	0	1376	272	0	0000	0000	1	0	298	0	0	4	0	0	0	0	
@0419 [1049]	0	1376	240	0	0000	0000	2	0	0	0	0	0	0	0	0	0	
@041A [1050]	0	1392	264	0	0000	0000	1	0	298	0	0	4	0	0	0	0	
@041B [1051]	0	1408	256	0	0000	0000	1	0	298	0	0	4	0	0	0	0	
@041C [1052]	0	1344	144	5	416C	0000	1	4	271	0	0	0	0	0	0	0	
@041D [1053]	0	1424	216	5	4174	0000	1	1	299	0	0	0	0	0	0	0	
@041E [1054]	0	752	104	-9	417B	0005	1	8	372	0	0	0	0	0	0	0	
@041F [1055]	0	752	104	0	0000	41E6	0	0	254	0	0	0	0	0	0	0	
@0420 [1056]	0	896	1488	10	9EC9	9CAA	1	5	11	0	0	0	0	0	0	0	
@0421 [1057]	0	784	1480	6	9ECD	9CCC	2	5	59	3	0	0	0	0	0	0	
@0422 [1058]	0	656	1880	6	9ED7	0002	2	5	59	3	0	0	0	0	0	0	
@0423 [1059]	0	880	1672	10	9EC3	9CAA	1	5	11	0	0	0	0	0	0	0	
@0424 [1060]	0	800	1680	6	9ED1	0002	2	5	59	3	0	0	0	0	0	0	
@0425 [1061]	0	1024	1856	6	9ECF	9CCC	2	5	59	3	0	0	0	0	0	0	
@0426 [1062]	0	320	1168	10	9EC9	9CAA	1	5	11	0	0	0	0	0	0	0	
@0427 [1063]	0	608	1376	10	9EC3	9CAA	1	5	11	0	0	0	0	0	0	0	
@0428 [1064]	0	1152	1216	6	9F09	0002	2	5	11	0	0	0	0	0	0	0	
@0429 [1065]	0	1200	1208	6	9ED5	9CCC	2	5	59	3	0	0	0	0	0	0	
@042A [1066]	0	1280	1120	6	9F07	9CCC	2	5	11	0	0	0	0	0	0	0	
@042B [1067]	0	1216	1152	10	9EC3	9CAA	1	5	11	0	0	0	0	0	0	0	
@042C [1068]	0	592	952	6	9EA7	9CCC	2	5	59	3	0	0	0	0	0	0	
@042D [1069]	0	672	896	10	A07F	9CAA	1	5	11	0	0	0	0	0	0	0	
@042E [1070]	0	512	912	10	9F07	9CAA	1	5	11	0	0	0	0	0	0	0	
@042F [1071]	0	256	784	10	9ECF	9CAA	1	5	11	0	0	0	0	0	0	0	
@0430 [1072]	0	1376	768	6	9ED3	0002	2	5	59	3	0	0	0	0	0	0	
@0431 [1073]	0	1488	776	6	9ECD	0002	2	5	59	3	0	0	0	0	0	0	
@0432 [1074]	0	1280	704	6	9EC5	9CCC	2	5	59	3	0	0	0	0	0	0	
@0433 [1075]	0	1472	224	10	A07F	9CAA	1	5	11	0	0	0	0	0	0	0	
@0434 [1076]	0	1376	208	10	9ECF	9CAA	1	5	11	0	0	0	0	0	0	0	
@0435 [1077]	0	704	304	10	A081	9CAA	1	5	11	0	0	0	0	0	0	0	
@0436 [1078]	0	288	656	6	9EC5	0002	2	5	59	3	0	0	0	0	0	0	
@0437 [1079]	0	368	648	6	9ED1	0002	2	5	59	3	0	0	0	0	0	0	
@0438 [1080]	0	240	584	6	9ED9	9CCC	2	5	11	0	0	0	0	0	0	0	
@0439 [1081]	0	1424	1640	6	079B	0000	2	1	10	0	0	0	0	0	0	0	
@043A [1082]	0	304	1608	6	097B	0000	2	1	10	0	0	0	0	0	0	0	
@043B [1083]	0	592	1320	6	0819	0000	2	1	10	0	0	0	0	0	0	0	
@043C [1084]	0	832	1840	6	0729	0000	2	1	10	0	0	0	0	0	0	0	
@043D [1085]	0	1488	1128	6	07A1	0000	2	1	10	0	0	0	0	0	0	0	
@043E [1086]	0	1680	856	6	074D	0000	2	1	10	0	0	0	0	0	0	0	
@043F [1087]	0	672	544	6	086D	0000	2	1	10	0	0	0	0	0	0	0	
@0440 [1088]	0	704	48	-5	0000	0005	1	0	272	0	0	0	0	0	0	0	
@0441 [1089]	0	1056	176	-5	0000	0005	1	0	272	0	0	12	0	0	0	0	
@0442 [1090]	0	832	256	-5	0000	0005	1	0	272	0	0	20	0	0	0	0	
@0443 [1091]	0	800	352	-5	0000	0005	1	0	272	0	0	6	0	0	0	0	
@0444 [1092]	0	1376	272	-5	0000	0005	1	0	272	0	0	0	0	0	0	0	
@0445 [1093]	0	1536	352	-5	0000	0005	1	0	272	0	0	8	0	0	0	0	
@0446 [1094]	0	1648	536	-5	0000	0005	1	0	272	0	0	6	0	0	0	0	
@0447 [1095]	0	1664	464	-5	0000	0005	1	0	272	0	0	10	0	0	0	0	
@0448 [1096]	0	1456	536	-5	0000	0005	1	0	272	0	0	4	0	0	0	0	
@0449 [1097]	0	1232	504	-5	0000	0005	1	0	272	0	0	0	0	0	0	0	
@044A [1098]	0	1168	632	-5	0000	0005	1	0	272	0	0	8	0	0	0	0	
@044B [1099]	0	1088	672	-5	0000	0005	1	0	272	0	0	20	0	0	0	0	
@044C [1100]	0	1072	968	-5	0000	0005	1	0	272	0	0	0	0	0	0	0	
@044D [1101]	0	880	888	-5	0000	0005	1	0	272	0	0	8	0	0	0	0	
@044E [1102]	0	736	816	-5	0000	0005	1	0	272	0	0	12	0	0	0	0	
@044F [1103]	0	432	648	-5	0000	0005	1	0	272	0	0	6	0	0	0	0	
@0450 [1104]	0	272	808	-5	0000	0005	1	0	272	0	0	10	0	0	0	0	
@0451 [1105]	0	416	992	-5	0000	0005	1	0	272	0	0	0	0	0	0	0	
@0452 [1106]	0	304	920	-5	0000	0005	1	0	272	0	0	8	0	0	0	0	
@0453 [1107]	0	368	872	-5	0000	0005	1	0	272	0	0	12	0	0	0	0	
@0454 [1108]	0	256	1024	-5	0000	0005	1	0	272	0	0	6	0	0	0	0	
@0455 [1109]	0	496	1080	-5	0000	0005	1	0	272	0	0	0	0	0	0	0	
@0456 [1110]	0	432	1176	-5	0000	0005	1	0	272	0	0	8	0	0	0	0	
@0457 [1111]	0	528	1256	-5	0000	0005	1	0	272	0	0	12	0	0	0	0	
@0458 [1112]	0	448	1280	-5	0000	0005	1	0	272	0	0	20	0	0	0	0	
@0459 [1113]	0	640	1312	-5	0000	0005	1	0	272	0	0	6	0	0	0	0	
@045A [1114]	0	1648	1400	-5	0000	0005	1	0	272	0	0	6	0	0	0	0	
@045B [1115]	0	1584	1320	-5	0000	0005	1	0	272	0	0	10	0	0	0	0	
@045C [1116]	0	896	1808	-5	0000	0005	1	0	272	0	0	4	0	0	0	0	
@045D [1117]	0	496	1816	-5	0000	0005	1	0	272	0	0	2	0	0	0	0	
@045E [1118]	0	496	1864	-5	0000	0005	1	0	272	0	0	0	0	0	0	0	
@045F [1119]	0	832	1792	-5	0000	0005	1	0	272	0	0	12	0	0	0	0	
@0460 [1120]	0	1856	1744	-5	0000	0005	1	0	272	0	0	0	0	0	0	0	
@0461 [1121]	0	1744	1688	-5	0000	0005	1	0	272	0	0	8	0	0	0	0	
@0462 [1122]	0	1824	1872	-5	0000	0005	1	0	272	0	0	12	0	0	0	0	
@0463 [1123]	0	1616	1848	-5	0000	0005	1	0	272	0	0	20	0	0	0	0	
@0464 [1124]	0	1840	1800	-5	0000	0005	1	0	272	0	0	6	0	0	0	0	
@0465 [1125]	0	1616	1768	-5	0000	0005	1	0	272	0	0	10	0	0	0	0	
