场景号	地图号	进入脚本	传送脚本
#00C0 [192]	31	0C50	0000	
事件号	隐时间	方位X	方位Y	起始层	触发脚本	自动脚本	状态	触发模式	形象号	形象数	方向	当前帧数	空闲帧数	无效	总帧数	空闲计数
@0D9B [3483]	0	736	656	-1	76FE	03D8	2	1	447	0	0	0	0	0	0	0	
@0D9C [3484]	0	768	640	1	0000	0000	0	0	447	0	0	0	0	0	0	0	
@0D9D [3485]	0	768	640	1	0000	7734	0	0	447	0	0	0	0	0	0	0	
@0D9E [3486]	0	768	640	1	0000	7734	0	0	447	0	0	0	0	0	0	0	
@0D9F [3487]	0	0	0	0	0000	0BEC	1	0	0	0	0	0	0	0	0	0	
@0DA0 [3488]	0	1232	1512	0	9FA3	9CB3	2	5	514	3	0	0	0	0	0	0	
@0DA1 [3489]	0	1120	1488	0	9FAB	9CA4	2	5	61	2	0	0	0	0	0	0	
@0DA2 [3490]	0	272	1304	0	9F9D	9CA4	2	5	61	2	0	0	0	0	0	0	
@0DA3 [3491]	0	592	1528	0	9FA9	9CB3	2	5	514	3	0	0	0	0	0	0	
@0DA4 [3492]	0	1424	1208	0	9FAF	9CA4	2	5	61	2	0	0	0	0	0	0	
@0DA5 [3493]	0	1632	832	0	9FB3	9CA4	2	5	61	2	0	0	0	0	0	0	
@0DA6 [3494]	0	256	592	0	9FB3	9CA4	2	5	61	2	0	0	0	0	0	0	
@0DA7 [3495]	0	496	904	0	9F43	9CC9	2	5	488	2	0	0	0	0	0	0	
@0DA8 [3496]	0	1456	552	0	9FA7	9CB3	2	5	514	3	0	0	0	0	0	0	
@0DA9 [3497]	0	1120	608	0	9F9D	9CA4	2	5	61	2	0	0	0	0	0	0	
@0DAA [3498]	0	816	600	0	9FAB	9CA4	2	5	61	2	0	0	0	0	0	0	
@0DAB [3499]	0	672	352	0	9FA9	9CB3	2	5	514	3	0	0	0	0	0	0	
@0DAC [3500]	0	480	240	0	9FAF	9CA4	2	5	61	2	0	0	0	0	0	0	
@0DAD [3501]	0	1408	480	0	9FB1	9CA4	2	5	61	2	0	0	0	0	0	0	
@0DAE [3502]	0	880	776	0	9FB1	9CA4	2	5	61	2	0	0	0	0	0	0	
@0DAF [3503]	0	320	1504	0	09F9	0000	1	1	69	0	0	0	0	0	0	0	
@0DB0 [3504]	0	256	1520	0	0A07	0000	1	1	70	0	0	0	0	0	0	0	
@0DB1 [3505]	0	672	1184	0	09D6	0000	1	1	68	0	0	0	0	0	0	0	
@0DB2 [3506]	0	1344	1088	0	09C1	0000	1	1	69	0	0	0	0	0	0	0	
@0DB3 [3507]	0	1136	632	0	09BA	0000	1	1	68	0	0	0	0	0	0	0	
@0DB4 [3508]	0	560	728	0	0A07	0000	2	1	70	0	0	0	0	0	0	0	
